"area_data_type","GEOID","county","state","total_units","biz_res","speed_02_02","speed_10_1","speed_25_3","speed_100_20","speed_250_25","speed_1000_100","year"
"Urban","20167","Russell","KS",2462,"B",1,1,1,1,1,1,"_2024"
"Urban","20169","Saline","KS",22826,"R",1,1,1,1,0.936738807,0.772233418,"_2024"
"Urban","20169","Saline","KS",22826,"B",1,1,1,1,0.777271532,0.769341978,"_2024"
"Urban","20173","Sedgwick","KS",237577,"R",1,1,1,1,0.938028513,0.850793637,"_2024"
"Urban","20173","Sedgwick","KS",237577,"B",1,1,1,1,0.751954103,0.701515719,"_2024"
"Urban","20175","Seward","KS",8914,"R",1,1,1,1,0.98799641,0.936392192,"_2024"
"Urban","20175","Seward","KS",8914,"B",1,1,1,1,0.990464438,0.937850572,"_2024"
"Urban","20177","Shawnee","KS",75137,"R",1,1,1,1,0.95140876,0.566817946,"_2024"
"Urban","20177","Shawnee","KS",75137,"B",1,1,1,1,0.552830164,0.457910217,"_2024"
"Urban","20181","Sherman","KS",2659,"R",1,1,1,1,1,1,"_2024"
"Urban","20181","Sherman","KS",2659,"B",1,1,1,1,1,1,"_2024"
"Urban","20191","Sumner","KS",4623,"R",1,1,1,1,0.99978369,0.98204629,"_2024"
"Urban","20191","Sumner","KS",4623,"B",1,1,1,1,0.99978369,0.940514817,"_2024"
"Urban","20193","Thomas","KS",3146,"R",1,1,1,1,1,1,"_2024"
"Urban","20193","Thomas","KS",3146,"B",1,1,1,1,1,1,"_2024"
"Urban","20209","Wyandotte","KS",72144,"R",1,1,1,1,0.939620758,0.82141273,"_2024"
"Urban","20209","Wyandotte","KS",72144,"B",1,1,1,1,0.401363939,0.282629186,"_2024"
"Urban","21001","Adair","KY",2037,"R",1,1,1,1,0.970544919,0.887088856,"_2024"
"Urban","21001","Adair","KY",2037,"B",1,1,1,1,0.916053019,0.887088856,"_2024"
"Urban","21003","Allen","KY",2182,"R",1,1,1,1,1,1,"_2024"
"Urban","21003","Allen","KY",2182,"B",1,1,1,1,1,1,"_2024"
"Urban","21005","Anderson","KY",6111,"R",1,1,1,1,0.960726559,0.960562919,"_2024"
"Urban","21005","Anderson","KY",6111,"B",1,1,1,1,0.668630339,0.66830306,"_2024"
"Urban","21009","Barren","KY",9059,"R",1,1,1,1,0.947124407,0.916436693,"_2024"
"Urban","21009","Barren","KY",9059,"B",1,1,1,1,0.947124407,0.916436693,"_2024"
"Urban","21013","Bell","KY",5576,"R",1,1,1,1,0.898314204,0.898314204,"_2024"
"Urban","21013","Bell","KY",5576,"B",1,1,1,1,0.242109039,0.242109039,"_2024"
"Urban","21015","Boone","KY",55045,"R",1,1,1,1,0.980761195,0.980761195,"_2024"
"Urban","21015","Boone","KY",55045,"B",1,1,1,1,0.914796984,0.914778817,"_2024"
"Urban","21017","Bourbon","KY",5552,"R",1,1,1,1,0.95082853,0.95082853,"_2024"
"Urban","21017","Bourbon","KY",5552,"B",1,1,1,1,0.786383285,0.786383285,"_2024"
"Urban","21019","Boyd","KY",18420,"R",1,1,1,1,0.958469055,0.93165038,"_2024"
"Urban","21019","Boyd","KY",18420,"B",1,1,1,1,0.922964169,0.905428882,"_2024"
"Urban","21021","Boyle","KY",9788,"R",1,1,1,1,0.930527176,0.930220678,"_2024"
"Urban","21021","Boyle","KY",9788,"B",1,1,1,1,0.768594197,0.768389865,"_2024"
"Urban","21029","Bullitt","KY",26763,"R",1,1,1,0.99992527,0.977767814,0.977693084,"_2024"
"Urban","21029","Bullitt","KY",26763,"B",1,1,1,0.99992527,0.707207712,0.707170347,"_2024"
"Urban","21033","Caldwell","KY",3168,"R",1,1,1,1,0.994633838,0.066287879,"_2024"
"Urban","21033","Caldwell","KY",3168,"B",1,1,1,1,0.994002525,0,"_2024"
"Urban","21035","Calloway","KY",9227,"R",1,1,1,1,0.933456161,0.782594559,"_2024"
"Urban","21035","Calloway","KY",9227,"B",1,1,1,1,0.622412485,0.492684513,"_2024"
"Urban","21037","Campbell","KY",39218,"R",1,1,1,1,0.988245194,0.988245194,"_2024"
"Urban","21037","Campbell","KY",39218,"B",1,1,1,1,0.9321995,0.931842521,"_2024"
"Urban","21041","Carroll","KY",2504,"R",1,1,1,1,0.865814696,0.86341853,"_2024"
"Urban","21041","Carroll","KY",2504,"B",1,1,1,1,0.218450479,0.215255591,"_2024"
"Urban","21043","Carter","KY",3116,"R",1,1,1,1,0.619383825,0.619383825,"_2024"
"Urban","21043","Carter","KY",3116,"B",1,1,1,1,0.619383825,0.619383825,"_2024"
"Urban","21047","Christian","KY",21650,"R",1,1,1,1,0.962771363,0.851270208,"_2024"
"Urban","21047","Christian","KY",21650,"B",1,1,1,1,0.61256351,0.467852194,"_2024"
"Urban","21049","Clark","KY",12684,"R",1,1,1,1,0.945364238,0.945206559,"_2024"
"Urban","21049","Clark","KY",12684,"B",1,1,1,1,0.83238726,0.832229581,"_2024"
"Urban","21059","Daviess","KY",38840,"R",1,1,1,1,0.964469619,0.961457261,"_2024"
"Urban","21059","Daviess","KY",38840,"B",1,1,1,1,0.984577755,0.98138517,"_2024"
"Urban","21065","Estill","KY",2049,"R",1,1,1,1,0.990727184,0.990727184,"_2024"
"Urban","21065","Estill","KY",2049,"B",1,1,1,1,0.947779405,0.947779405,"_2024"
"Urban","21067","Fayette","KY",157618,"R",1,1,1,1,0.993845881,0.993845881,"_2024"
"Urban","21067","Fayette","KY",157618,"B",1,1,1,1,0.894954891,0.894954891,"_2024"
"Urban","21071","Floyd","KY",5187,"R",1,1,1,1,0.97108155,0.309620204,"_2024"
"Urban","21071","Floyd","KY",5187,"B",1,1,1,1,0.754000386,0.311355311,"_2024"
"Urban","21073","Franklin","KY",21100,"R",1,1,1,1,0.889810427,0.889810427,"_2024"
"Urban","21073","Franklin","KY",21100,"B",1,1,1,1,1,1,"_2024"
"Urban","21075","Fulton","KY",1316,"R",1,1,1,1,0.882218845,0.84118541,"_2024"
"Urban","21075","Fulton","KY",1316,"B",1,1,1,1,0.160334347,0.131458967,"_2024"
"Urban","21083","Graves","KY",5590,"R",1,1,1,1,0.95921288,0.910912343,"_2024"
"Urban","21083","Graves","KY",5590,"B",1,1,1,1,0.743828265,0.636135957,"_2024"
"Urban","21085","Grayson","KY",2914,"R",1,1,1,1,0.992793411,0.910432395,"_2024"
"Urban","21085","Grayson","KY",2914,"B",1,1,1,1,0.992793411,0.910432395,"_2024"
"Urban","21089","Greenup","KY",10171,"R",1,1,1,1,0.974928719,0.840526988,"_2024"
"Urban","21089","Greenup","KY",10171,"B",1,1,1,1,0.859404188,0.831383345,"_2024"
"Urban","21091","Hancock","KY",462,"R",1,1,1,1,0.867965368,0.043290043,"_2024"
"Urban","21091","Hancock","KY",462,"B",1,1,1,1,0.867965368,0.043290043,"_2024"
"Urban","21093","Hardin","KY",37719,"R",1,1,1,1,0.998939526,0.915321191,"_2024"
"Urban","21093","Hardin","KY",37719,"B",1,1,1,1,0.937432063,0.912643495,"_2024"
"Urban","21095","Harlan","KY",4140,"R",1,1,1,1,0.87705314,0.87705314,"_2024"
"Urban","21095","Harlan","KY",4140,"B",1,1,1,1,0.392995169,0.392995169,"_2024"
"Urban","21097","Harrison","KY",3939,"R",1,1,1,1,0.926377253,0.926377253,"_2024"
"Urban","21097","Harrison","KY",3939,"B",1,1,1,1,0.749936532,0.749936532,"_2024"
"Urban","21099","Hart","KY",1176,"R",1,1,1,1,0.99829932,0.902210884,"_2024"
"Urban","21099","Hart","KY",1176,"B",1,1,1,1,0.99829932,0.902210884,"_2024"
"Urban","21101","Henderson","KY",14883,"R",1,1,1,1,0.999731237,0.999462474,"_2024"
"Urban","21101","Henderson","KY",14883,"B",1,1,1,1,0.923604112,0.923335349,"_2024"
"Urban","21107","Hopkins","KY",11956,"R",1,1,1,1,0.922716628,0.880812981,"_2024"
"Urban","21107","Hopkins","KY",11956,"B",1,1,1,1,0.320090331,0.223402476,"_2024"
"Urban","21111","Jefferson","KY",387977,"R",1,1,1,0.99998969,0.960059488,0.957930496,"_2024"
"Urban","21111","Jefferson","KY",387977,"B",1,1,1,1,0.701809643,0.700118821,"_2024"
"Urban","21113","Jessamine","KY",17631,"R",1,1,1,1,0.997731269,0.997731269,"_2024"
"Urban","21113","Jessamine","KY",17631,"B",1,1,1,1,0.91424196,0.91424196,"_2024"
"Urban","21115","Johnson","KY",3820,"R",1,1,1,1,0.998167539,0.986387435,"_2024"
"Urban","21115","Johnson","KY",3820,"B",1,1,1,1,0.990052356,0.986387435,"_2024"
"Urban","21117","Kenton","KY",72496,"R",1,1,1,1,0.98700618,0.98693721,"_2024"
"Urban","21117","Kenton","KY",72496,"B",1,1,1,1,0.930865151,0.930837563,"_2024"
"Urban","21121","Knox","KY",6013,"R",1,1,1,1,0.971894229,0.925328455,"_2024"
"Urban","21121","Knox","KY",6013,"B",1,1,1,1,0.775486446,0.771495094,"_2024"
"Urban","21125","Laurel","KY",13557,"R",1,1,1,1,0.941506233,0.909714539,"_2024"
"Urban","21125","Laurel","KY",13557,"B",1,1,1,1,0.533008778,0.517076049,"_2024"
"Urban","21127","Lawrence","KY",1836,"R",1,1,1,1,1,1,"_2024"
"Urban","21127","Lawrence","KY",1836,"B",1,1,1,1,1,1,"_2024"
"Urban","21137","Lincoln","KY",6,"R",1,1,1,1,1,1,"_2024"
"Urban","21137","Lincoln","KY",6,"B",1,1,1,1,0,0,"_2024"
"Urban","21139","Livingston","KY",227,"R",1,1,1,1,0.991189427,0,"_2024"
"Urban","21139","Livingston","KY",227,"B",1,1,1,1,0.991189427,0,"_2024"
"Urban","21141","Logan","KY",3788,"R",1,1,1,1,1,1,"_2024"
"Urban","21141","Logan","KY",3788,"B",1,1,1,1,1,1,"_2024"
"Urban","21145","McCracken","KY",28851,"R",1,1,1,1,0.992443936,0.134102804,"_2024"
"Urban","21145","McCracken","KY",28851,"B",1,1,1,1,0.992547919,0.140445738,"_2024"
"Urban","21151","Madison","KY",30484,"R",1,1,1,1,0.983991602,0.983991602,"_2024"
"Urban","21151","Madison","KY",30484,"B",1,1,1,1,0.797369112,0.797336308,"_2024"
"Urban","21155","Marion","KY",3004,"R",1,1,1,1,0.95539281,0.95539281,"_2024"
"Urban","21155","Marion","KY",3004,"B",1,1,1,1,0.824567244,0.824567244,"_2024"
"Urban","21157","Marshall","KY",2864,"R",1,1,1,1,0.952164804,0.848463687,"_2024"
"Urban","21157","Marshall","KY",2864,"B",1,1,1,1,0.534916201,0.142108939,"_2024"
"Urban","21161","Mason","KY",4660,"R",1,1,1,1,0.99806867,0.207725322,"_2024"
"Urban","21161","Mason","KY",4660,"B",1,1,1,1,0.99806867,0.202360515,"_2024"
"Urban","21163","Meade","KY",1067,"R",1,1,1,1,0.942830366,0.687910028,"_2024"
"Urban","21163","Meade","KY",1067,"B",1,1,1,1,0.24742268,0.223055295,"_2024"
"Urban","21167","Mercer","KY",4992,"R",1,1,1,1,0.933293269,0.932692308,"_2024"
"Urban","21167","Mercer","KY",4992,"B",1,1,1,1,0.706129808,0.705729167,"_2024"
"Urban","21173","Montgomery","KY",7157,"R",1,1,1,1,0.955288529,0.955009082,"_2024"
"Urban","21173","Montgomery","KY",7157,"B",1,1,1,1,0.601089842,0.601089842,"_2024"
"Urban","21177","Muhlenberg","KY",5537,"R",1,1,1,1,0.982120282,0.007224129,"_2024"
"Urban","21177","Muhlenberg","KY",5537,"B",1,1,1,1,0.981939679,0,"_2024"
"Urban","21179","Nelson","KY",8766,"R",1,1,1,1,0.813141684,0.813141684,"_2024"
"Urban","21179","Nelson","KY",8766,"B",1,1,1,1,0.813141684,0.813141684,"_2024"
"Urban","21183","Ohio","KY",2898,"R",1,1,1,1,0.884057971,0.77605245,"_2024"
"Urban","21183","Ohio","KY",2898,"B",1,1,1,1,0.172187716,0.131815045,"_2024"
"Urban","21185","Oldham","KY",19548,"R",1,1,1,1,0.970841007,0.957438101,"_2024"
"Urban","21185","Oldham","KY",19548,"B",1,1,1,1,0.890781666,0.887609986,"_2024"
"Urban","21193","Perry","KY",5032,"R",1,1,1,1,0.941971383,0.941971383,"_2024"
"Urban","21193","Perry","KY",5032,"B",1,1,1,1,0.920707472,0.920707472,"_2024"
"Urban","21195","Pike","KY",3809,"R",1,1,1,1,0.778944605,0.639800473,"_2024"
"Urban","21195","Pike","KY",3809,"B",1,1,1,1,0.778944605,0.639800473,"_2024"
"Urban","21199","Pulaski","KY",16711,"R",1,1,1,1,0.97384956,0.973729879,"_2024"
"Urban","21199","Pulaski","KY",16711,"B",1,1,1,1,0.687391539,0.687391539,"_2024"
"Urban","21205","Rowan","KY",4071,"R",1,1,1,1,0.991156964,0.990911324,"_2024"
"Urban","21205","Rowan","KY",4071,"B",1,1,1,1,0.836403832,0.821419799,"_2024"
"Urban","21209","Scott","KY",17239,"R",1,1,1,1,0.961888741,0.961888741,"_2024"
"Urban","21209","Scott","KY",17239,"B",1,1,1,1,0.718023087,0.718023087,"_2024"
"Urban","21211","Shelby","KY",9070,"R",1,1,1,1,0.92491731,0.901984564,"_2024"
"Urban","21211","Shelby","KY",9070,"B",1,1,1,1,0.613891951,0.599558986,"_2024"
"Urban","21213","Simpson","KY",6047,"R",1,1,1,1,0.998346287,0.897635191,"_2024"
"Urban","21213","Simpson","KY",6047,"B",1,1,1,1,0.998346287,0.896477592,"_2024"
"Urban","21217","Taylor","KY",6133,"R",1,1,1,1,0.999510843,0.850970161,"_2024"
"Urban","21217","Taylor","KY",6133,"B",1,1,1,1,0.999510843,0.850970161,"_2024"
"Urban","21227","Warren","KY",48340,"R",1,1,1,1,0.889656599,0.795800579,"_2024"
"Urban","21227","Warren","KY",48340,"B",1,1,1,1,0.667045925,0.643194042,"_2024"
"Urban","21231","Wayne","KY",3427,"R",1,1,1,1,0.931135104,0.931135104,"_2024"
"Urban","21231","Wayne","KY",3427,"B",1,1,1,1,0.926466297,0.926466297,"_2024"
"Urban","21235","Whitley","KY",6834,"R",1,1,1,1,0.911179397,0.852209541,"_2024"
"Urban","21235","Whitley","KY",6834,"B",1,1,1,1,0.583552824,0.53848405,"_2024"
"Urban","21239","Woodford","KY",7472,"R",1,1,1,1,0.997055675,0.997055675,"_2024"
"Urban","21239","Woodford","KY",7472,"B",1,1,1,1,0.950347966,0.950347966,"_2024"
"Urban","22001","Acadia Parish","LA",12222,"R",1,1,1,1,0.855588283,0.285959745,"_2024"
"Urban","22001","Acadia Parish","LA",12222,"B",1,1,1,1,0.211912944,0.097692685,"_2024"
"Urban","22003","Allen Parish","LA",2852,"R",1,1,1,1,0.995441795,0.995441795,"_2024"
"Urban","22003","Allen Parish","LA",2852,"B",1,1,1,1,0.995441795,0.995441795,"_2024"
"Urban","22005","Ascension Parish","LA",52268,"R",1,1,1,1,0.994260351,0.951136451,"_2024"
"Urban","22005","Ascension Parish","LA",52268,"B",1,1,1,1,0.961850463,0.950352032,"_2024"
"Urban","22007","Assumption Parish","LA",3834,"R",1,1,1,1,0.920970266,0.442618675,"_2024"
"Urban","22007","Assumption Parish","LA",3834,"B",1,1,1,1,0.119979134,0.029733959,"_2024"
"Urban","22009","Avoyelles Parish","LA",3719,"R",1,1,1,1,0.97391772,0.97391772,"_2024"
"Urban","22009","Avoyelles Parish","LA",3719,"B",1,1,1,1,0.97391772,0.97391772,"_2024"
"Urban","22011","Beauregard Parish","LA",5995,"R",1,1,1,1,0.873394495,0.098748957,"_2024"
"Urban","22011","Beauregard Parish","LA",5995,"B",1,1,1,1,0.285904921,0.098081735,"_2024"
"Urban","22015","Bossier Parish","LA",44463,"R",1,1,1,1,0.985785934,0.522321931,"_2024"
"Urban","22015","Bossier Parish","LA",44463,"B",1,1,1,1,0.958414862,0.52376133,"_2024"
"Urban","22017","Caddo Parish","LA",108064,"R",1,1,1,1,0.994984454,0.453999482,"_2024"
"Urban","22017","Caddo Parish","LA",108064,"B",1,1,1,1,0.995086245,0.455239488,"_2024"
"Urban","22019","Calcasieu Parish","LA",83941,"R",1,1,1,1,0.867359217,0.506820267,"_2024"
"Urban","22019","Calcasieu Parish","LA",83941,"B",1,1,1,1,0.652208099,0.504389988,"_2024"
"Urban","22029","Concordia Parish","LA",6219,"R",1,1,1,1,0.989869754,0.658626789,"_2024"
"Urban","22029","Concordia Parish","LA",6219,"B",1,1,1,1,0.992603312,0.662164335,"_2024"
"Urban","22031","De Soto Parish","LA",3206,"R",1,1,1,1,1,0.102620087,"_2024"
"Urban","22031","De Soto Parish","LA",3206,"B",1,1,1,1,1,0.084529008,"_2024"
"Urban","22033","East Baton Rouge Parish","LA",216004,"R",1,1,1,1,0.883080869,0.573933816,"_2024"
"Urban","22033","East Baton Rouge Parish","LA",216004,"B",1,1,1,1,0.607405418,0.538193737,"_2024"
"Urban","22039","Evangeline Parish","LA",5082,"R",1,1,1,1,0.698937426,0.598189689,"_2024"
"Urban","22039","Evangeline Parish","LA",5082,"B",1,1,1,1,0.53030303,0.374262102,"_2024"
"Urban","22041","Franklin Parish","LA",2439,"R",1,1,1,1,0.997129971,0.010250103,"_2024"
"Urban","22041","Franklin Parish","LA",2439,"B",1,1,1,1,0.997129971,0.026240262,"_2024"
"Urban","22045","Iberia Parish","LA",24192,"R",1,1,1,1,0.852761243,0.538359788,"_2024"
"Urban","22045","Iberia Parish","LA",24192,"B",1,1,1,1,0.575851521,0.478174603,"_2024"
"Urban","22047","Iberville Parish","LA",6759,"R",1,1,1,1,0.957833999,0.440153869,"_2024"
"Urban","22047","Iberville Parish","LA",6759,"B",1,1,1,1,0.862849534,0.782956059,"_2024"
"Urban","22049","Jackson Parish","LA",3228,"R",1,1,1,1,0.829306072,0,"_2024"
"Urban","22049","Jackson Parish","LA",3228,"B",1,1,1,1,0.269826518,0.004956629,"_2024"
"Urban","22051","Jefferson Parish","LA",205538,"R",1,1,1,0.999537798,0.933224027,0.703504948,"_2024"
"Urban","22051","Jefferson Parish","LA",205538,"B",1,1,1,0.998715566,0.752284249,0.653499596,"_2024"
"Urban","22053","Jefferson Davis Parish","LA",4962,"R",1,1,1,1,0.864772269,0.06025796,"_2024"
"Urban","22053","Jefferson Davis Parish","LA",4962,"B",1,1,1,1,0.272067715,0.061870214,"_2024"
"Urban","22055","Lafayette Parish","LA",118472,"R",1,1,1,1,0.845583767,0.694594503,"_2024"
"Urban","22055","Lafayette Parish","LA",118472,"B",1,1,1,1,0.429139375,0.400398406,"_2024"
"Urban","22057","Lafourche Parish","LA",35788,"R",1,1,1,1,0.761847547,0.568794009,"_2024"
"Urban","22057","Lafourche Parish","LA",35788,"B",1,1,1,1,0.649156142,0.568151336,"_2024"
"Urban","22061","Lincoln Parish","LA",14237,"R",1,1,1,1,0.922104376,0.079511133,"_2024"
"Urban","22061","Lincoln Parish","LA",14237,"B",1,1,1,1,0.396642551,0.083023109,"_2024"
"Urban","22063","Livingston Parish","LA",41473,"R",1,1,1,1,0.897692475,0.590287657,"_2024"
"Urban","22063","Livingston Parish","LA",41473,"B",1,1,1,1,0.652689702,0.577918164,"_2024"
"Urban","22065","Madison Parish","LA",3556,"R",1,1,1,1,1,0.363329584,"_2024"
"Urban","22065","Madison Parish","LA",3556,"B",1,1,1,1,1,0.366985377,"_2024"
"Urban","22067","Morehouse Parish","LA",6703,"R",1,1,1,1,0.870953304,0.045502014,"_2024"
"Urban","22067","Morehouse Parish","LA",6703,"B",1,1,1,1,0.393704312,0.226316575,"_2024"
"Urban","22069","Natchitoches Parish","LA",10462,"R",1,1,1,1,0.896004588,0.38654177,"_2024"
"Urban","22069","Natchitoches Parish","LA",10462,"B",1,1,1,1,0.242592239,0.127413496,"_2024"
"Urban","22071","Orleans Parish","LA",212174,"R",1,1,1,1,0.928294702,0.509600611,"_2024"
"Urban","22071","Orleans Parish","LA",212174,"B",1,1,1,1,0.466409645,0.377166854,"_2024"
"Urban","22073","Ouachita Parish","LA",61951,"R",1,1,1,1,0.991799971,0.275427354,"_2024"
"Urban","22073","Ouachita Parish","LA",61951,"B",1,1,1,1,0.992251941,0.348372101,"_2024"
"Urban","22075","Plaquemines Parish","LA",7477,"R",1,1,1,1,0.936873077,0.605456734,"_2024"
"Urban","22075","Plaquemines Parish","LA",7477,"B",1,1,1,1,0.956399626,0.624314565,"_2024"
"Urban","22077","Pointe Coupee Parish","LA",4701,"R",1,1,1,1,0.994894703,0.251861306,"_2024"
"Urban","22077","Pointe Coupee Parish","LA",4701,"B",1,1,1,1,0.994894703,0.25292491,"_2024"
"Urban","22079","Rapides Parish","LA",41182,"R",1,1,1,1,0.913020252,0.448521199,"_2024"
"Urban","22079","Rapides Parish","LA",41182,"B",1,1,1,1,0.585037152,0.450148123,"_2024"
"Urban","22087","St. Bernard Parish","LA",18933,"R",1,1,1,1,0.7739925,0.4164686,"_2024"
"Urban","22087","St. Bernard Parish","LA",18933,"B",1,1,1,1,0.376485502,0.324829662,"_2024"
"Urban","22089","St. Charles Parish","LA",18784,"R",1,1,1,1,0.940640971,0.631494889,"_2024"
"Urban","22089","St. Charles Parish","LA",18784,"B",1,1,1,1,0.658379472,0.61004046,"_2024"
"Urban","22093","St. James Parish","LA",5270,"R",1,1,1,1,0.873244782,0.323719165,"_2024"
"Urban","22093","St. James Parish","LA",5270,"B",1,1,1,1,0.439848197,0.326944972,"_2024"
"Urban","22095","St. John the Baptist Parish","LA",17237,"R",1,1,1,1,0.999245808,0.299123977,"_2024"
"Urban","22095","St. John the Baptist Parish","LA",17237,"B",1,1,1,1,0.999245808,0.302314788,"_2024"
"Urban","22097","St. Landry Parish","LA",18420,"R",1,1,1,1,0.889087948,0.130618893,"_2024"
"Urban","22097","St. Landry Parish","LA",18420,"B",1,1,1,1,0.320575461,0.131107492,"_2024"
"Urban","22099","St. Martin Parish","LA",13458,"R",1,1,1,1,0.822856294,0.536409571,"_2024"
"Urban","22099","St. Martin Parish","LA",13458,"B",1,1,1,1,0.386758805,0.28852727,"_2024"
"Urban","22101","St. Mary Parish","LA",22868,"R",1,1,1,1,0.904539094,0.268366276,"_2024"
"Urban","22101","St. Mary Parish","LA",22868,"B",1,1,1,1,0.597559909,0.25397936,"_2024"
"Urban","22103","St. Tammany Parish","LA",97211,"R",1,1,1,1,0.951939595,0.599602926,"_2024"
"Urban","22103","St. Tammany Parish","LA",97211,"B",1,1,1,1,0.677947969,0.614148605,"_2024"
"Urban","22105","Tangipahoa Parish","LA",39079,"R",1,1,1,1,0.956447197,0.773023875,"_2024"
"Urban","22105","Tangipahoa Parish","LA",39079,"B",1,1,1,1,0.598172932,0.532971673,"_2024"
"Urban","22109","Terrebonne Parish","LA",44072,"R",1,1,1,1,0.991014703,0.563963514,"_2024"
"Urban","22109","Terrebonne Parish","LA",44072,"B",1,1,1,1,0.900571792,0.549963696,"_2024"
"Urban","22113","Vermilion Parish","LA",13669,"R",1,1,1,1,0.928524398,0.706196503,"_2024"
"Urban","22113","Vermilion Parish","LA",13669,"B",1,1,1,1,0.587606994,0.479259639,"_2024"
"Urban","22115","Vernon Parish","LA",10548,"R",1,1,1,1,0.900549867,0.113576033,"_2024"
"Urban","22115","Vernon Parish","LA",10548,"B",1,1,1,1,0.520288206,0.097743648,"_2024"
"Urban","22117","Washington Parish","LA",6438,"R",1,1,1,1,0.705032619,0.699596148,"_2024"
"Urban","22117","Washington Parish","LA",6438,"B",1,1,1,1,0.669462566,0.668841255,"_2024"
"Urban","22119","Webster Parish","LA",11384,"R",1,1,1,1,0.858309909,0.29892832,"_2024"
"Urban","22119","Webster Parish","LA",11384,"B",1,1,1,1,0.63483837,0.301651441,"_2024"
"Urban","22121","West Baton Rouge Parish","LA",10675,"R",1,1,1,1,0.841124122,0.567400468,"_2024"
"Urban","22121","West Baton Rouge Parish","LA",10675,"B",1,1,1,1,0.631943794,0.575362998,"_2024"
"Urban","22127","Winn Parish","LA",2419,"R",1,1,1,1,0.809011988,0,"_2024"
"Urban","22127","Winn Parish","LA",2419,"B",1,1,1,1,0.210830922,0.001240182,"_2024"
"Urban","23001","Androscoggin","ME",29631,"R",1,1,1,1,0.953427154,0.766764537,"_2024"
"Urban","23001","Androscoggin","ME",29631,"B",1,1,1,1,0.580709392,0.494414633,"_2024"
"Urban","23003","Aroostook","ME",5019,"R",1,1,1,1,0.957362024,0.771866906,"_2024"
"Urban","23003","Aroostook","ME",5019,"B",1,1,1,1,0.262801355,0.05678422,"_2024"
"Urban","23005","Cumberland","ME",107754,"R",1,1,1,1,0.941412848,0.591736734,"_2024"
"Urban","23005","Cumberland","ME",107754,"B",1,1,1,0.999832953,0.627726117,0.454711658,"_2024"
"Urban","23011","Kennebec","ME",25813,"R",1,1,1,1,0.95889668,0.789408438,"_2024"
"Urban","23011","Kennebec","ME",25813,"B",1,1,1,1,0.717429202,0.649788866,"_2024"
"Urban","23013","Knox","ME",11083,"R",1,1,1,1,0.95389335,0.776594785,"_2024"
"Urban","23013","Knox","ME",11083,"B",1,1,1,1,0.66525309,0.615717766,"_2024"
"Urban","23015","Lincoln","ME",4100,"R",1,1,1,1,0.932926829,0.001219512,"_2024"
"Urban","23015","Lincoln","ME",4100,"B",1,1,1,1,0.12902439,0.000243902,"_2024"
"Urban","23017","Oxford","ME",6101,"R",1,1,1,1,0.918374037,0.302901164,"_2024"
"Urban","23017","Oxford","ME",6101,"B",1,1,1,1,0.244550074,0.090313063,"_2024"
"Urban","23019","Penobscot","ME",34292,"R",1,1,1,1,0.944710136,0.731511723,"_2024"
"Urban","23019","Penobscot","ME",34292,"B",1,1,1,1,0.691881488,0.517059372,"_2024"
"Urban","23023","Sagadahoc","ME",8294,"R",1,1,1,1,0.999276585,0.818422956,"_2024"
"Urban","23023","Sagadahoc","ME",8294,"B",1,1,1,1,0.999156016,0.751507114,"_2024"
"Urban","23025","Somerset","ME",3700,"R",1,1,1,1,0.986756757,0.870810811,"_2024"
"Urban","23025","Somerset","ME",3700,"B",1,1,1,1,0.71027027,0.144594595,"_2024"
"Urban","23027","Waldo","ME",2391,"R",1,1,1,1,0.875365956,0.191133417,"_2024"
"Urban","23027","Waldo","ME",2391,"B",1,1,1,1,0.305311585,0.085738185,"_2024"
"Urban","23031","York","ME",73458,"R",1,1,1,1,0.964973182,0.559380871,"_2024"
"Urban","23031","York","ME",73458,"B",1,1,1,1,0.627011353,0.418946881,"_2024"
"Urban","24001","Allegany","MD",24680,"R",1,1,1,1,0.996596434,0.143922204,"_2024"
"Urban","24001","Allegany","MD",24680,"B",1,1,1,1,0.351134522,0.144124797,"_2024"
"Urban","24003","Anne Arundel","MD",235722,"R",1,1,1,1,0.986212572,0.662420139,"_2024"
"Urban","24003","Anne Arundel","MD",235722,"B",1,1,1,0.99994485,0.986250753,0.663073451,"_2024"
"Urban","24005","Baltimore","MD",348521,"R",1,1,1,1,0.998926894,0.692296877,"_2024"
"Urban","24005","Baltimore","MD",348521,"B",1,1,1,1,0.999033057,0.694414397,"_2024"
"Urban","24009","Calvert","MD",14769,"R",1,1,1,1,0.993499898,0.52386756,"_2024"
"Urban","24009","Calvert","MD",14769,"B",1,1,1,1,0.993499898,0.52386756,"_2024"
"Urban","24011","Caroline","MD",2386,"R",1,1,1,1,0.99161777,0.703688181,"_2024"
"Urban","24011","Caroline","MD",2386,"B",1,1,1,1,0.99161777,0.715423303,"_2024"
"Urban","24013","Carroll","MD",42826,"R",1,1,1,1,0.988791855,0.614673329,"_2024"
"Urban","24013","Carroll","MD",42826,"B",1,1,1,1,0.989002008,0.630808387,"_2024"
"Urban","24015","Cecil","MD",26538,"R",1,1,1,0.994762228,0.938503278,0.164820258,"_2024"
"Urban","24015","Cecil","MD",26538,"B",1,1,1,0.981159093,0.914499962,0.165046349,"_2024"
"Urban","24017","Charles","MD",48934,"R",1,1,1,1,0.997997302,0.621694527,"_2024"
