"area_data_type","GEOID","county","state","total_units","biz_res","speed_02_02","speed_10_1","speed_25_3","speed_100_20","speed_250_25","speed_1000_100","year"
"Urban","24001","Allegany","MD",23506,"R",1,1,1,1,1,0.331234578,"_2025"
"Urban","24001","Allegany","MD",23506,"B",1,1,1,1,1,0.180166766,"_2025"
"Urban","24003","Anne Arundel","MD",233416,"R",1,1,1,0.999897179,0.999880042,0.759827947,"_2025"
"Urban","24003","Anne Arundel","MD",233416,"B",1,1,1,0.999987147,0.999952874,0.764750488,"_2025"
"Urban","24005","Baltimore","MD",344144,"R",1,1,1,1,1,0.722174439,"_2025"
"Urban","24005","Baltimore","MD",344144,"B",1,1,1,1,1,0.731068971,"_2025"
"Urban","24009","Calvert","MD",14711,"R",1,1,1,1,1,0.641356808,"_2025"
"Urban","24009","Calvert","MD",14711,"B",1,1,1,1,1,0.641356808,"_2025"
"Urban","24011","Caroline","MD",2361,"R",1,1,1,1,1,0.711986446,"_2025"
"Urban","24011","Caroline","MD",2361,"B",1,1,1,1,1,0.721304532,"_2025"
"Urban","24013","Carroll","MD",42907,"R",1,1,1,1,1,0.82431771,"_2025"
"Urban","24013","Carroll","MD",42907,"B",1,1,1,1,1,0.828279768,"_2025"
"Urban","24015","Cecil","MD",24821,"R",1,1,1,0.99738125,0.87450143,0.451673986,"_2025"
"Urban","24015","Cecil","MD",24821,"B",1,1,1,0.992264615,0.868659603,0.74638411,"_2025"
"Urban","24017","Charles","MD",48801,"R",1,1,1,1,1,0.855187394,"_2025"
"Urban","24017","Charles","MD",48801,"B",1,1,1,1,1,0.855351325,"_2025"
"Urban","24019","Dorchester","MD",7860,"R",1,1,1,1,1,0.311450382,"_2025"
"Urban","24019","Dorchester","MD",7860,"B",1,1,1,1,1,0.308651399,"_2025"
"Urban","24021","Frederick","MD",87542,"R",1,1,1,1,1,0.860706861,"_2025"
"Urban","24021","Frederick","MD",87542,"B",1,1,1,1,1,0.889344543,"_2025"
"Urban","24023","Garrett","MD",2208,"R",1,1,1,1,1,0.377264493,"_2025"
"Urban","24023","Garrett","MD",2208,"B",1,1,1,1,1,0.377264493,"_2025"
"Urban","24025","Harford","MD",87325,"R",1,1,1,1,1,0.44256513,"_2025"
"Urban","24025","Harford","MD",87325,"B",1,1,1,1,1,0.537887203,"_2025"
"Urban","24027","Howard","MD",121700,"R",1,1,1,0.99989318,0.999876746,0.72473295,"_2025"
"Urban","24027","Howard","MD",121700,"B",1,1,1,0.999934265,0.999926048,0.742029581,"_2025"
"Urban","24029","Kent","MD",3058,"R",1,1,1,1,1,0.984630477,"_2025"
"Urban","24029","Kent","MD",3058,"B",1,1,1,1,1,0.984630477,"_2025"
"Urban","24031","Montgomery","MD",408826,"R",1,1,1,0.999965756,0.999960864,0.897621482,"_2025"
"Urban","24031","Montgomery","MD",408826,"B",1,1,1,0.999977986,0.999960864,0.898436009,"_2025"
"Urban","24033","Prince George's","MD",374827,"R",1,1,1,0.999866605,0.999794572,0.959784114,"_2025"
"Urban","24033","Prince George's","MD",374827,"B",1,1,1,0.999917295,0.999890616,0.964372897,"_2025"
"Urban","24035","Queen Anne's","MD",11081,"R",1,1,1,1,1,0.821496255,"_2025"
"Urban","24035","Queen Anne's","MD",11081,"B",1,1,1,1,1,0.821496255,"_2025"
"Urban","24037","St. Mary's","MD",22217,"R",1,1,1,1,1,0.521852635,"_2025"
"Urban","24037","St. Mary's","MD",22217,"B",1,1,1,1,1,0.523382995,"_2025"
"Urban","24039","Somerset","MD",5001,"R",1,1,1,1,1,0.416916617,"_2025"
"Urban","24039","Somerset","MD",5001,"B",1,1,1,1,1,0.420715857,"_2025"
"Urban","24041","Talbot","MD",10237,"R",1,1,1,1,1,0.999706945,"_2025"
"Urban","24041","Talbot","MD",10237,"B",1,1,1,1,1,0.999706945,"_2025"
"Urban","24043","Washington","MD",47344,"R",1,1,1,1,1,0.889489692,"_2025"
"Urban","24043","Washington","MD",47344,"B",1,1,1,1,1,0.892890335,"_2025"
"Urban","24045","Wicomico","MD",35452,"R",1,1,1,1,1,0.3458197,"_2025"
"Urban","24045","Wicomico","MD",35452,"B",1,1,1,1,1,0.35414081,"_2025"
"Urban","24047","Worcester","MD",47151,"R",1,1,1,1,1,0.709444126,"_2025"
"Urban","24047","Worcester","MD",47151,"B",1,1,1,1,1,0.709550169,"_2025"
"Urban","24510","Baltimore city","MD",317127,"R",1,1,1,1,1,0.967123581,"_2025"
"Urban","24510","Baltimore city","MD",317127,"B",1,1,1,1,1,0.981587818,"_2025"
"Urban","25001","Barnstable","MA",175530,"R",1,1,1,1,1,0.62464536,"_2025"
"Urban","25001","Barnstable","MA",175530,"B",1,1,1,1,1,0.626741867,"_2025"
"Urban","25003","Berkshire","MA",47188,"R",1,1,1,1,1,0.161736035,"_2025"
"Urban","25003","Berkshire","MA",47188,"B",1,1,1,1,1,0.173815377,"_2025"
"Urban","25005","Bristol","MA",240083,"R",1,1,1,1,1,0.643564934,"_2025"
"Urban","25005","Bristol","MA",240083,"B",1,1,1,1,1,0.64459791,"_2025"
"Urban","25007","Dukes","MA",12646,"R",1,1,1,1,1,0.626284991,"_2025"
"Urban","25007","Dukes","MA",12646,"B",1,1,1,1,1,0.62652222,"_2025"
"Urban","25009","Essex","MA",343468,"R",1,1,1,1,1,0.707524427,"_2025"
"Urban","25009","Essex","MA",343468,"B",1,1,1,1,1,0.715929868,"_2025"
"Urban","25011","Franklin","MA",17899,"R",1,1,1,1,1,0.812168278,"_2025"
"Urban","25011","Franklin","MA",17899,"B",1,1,1,1,1,0.814403039,"_2025"
"Urban","25013","Hampden","MA",194504,"R",1,1,1,1,1,0.869442274,"_2025"
"Urban","25013","Hampden","MA",194504,"B",1,1,1,1,1,0.881529429,"_2025"
"Urban","25015","Hampshire","MA",51320,"R",1,1,1,1,1,0.850993765,"_2025"
"Urban","25015","Hampshire","MA",51320,"B",1,1,1,1,1,0.852805924,"_2025"
"Urban","25017","Middlesex","MA",704236,"R",1,1,1,0.999859422,0.999855162,0.891123146,"_2025"
"Urban","25017","Middlesex","MA",704236,"B",1,1,1,0.99998012,0.99997302,0.942959462,"_2025"
"Urban","25019","Nantucket","MA",10159,"R",1,1,1,1,1,0.799783443,"_2025"
"Urban","25019","Nantucket","MA",10159,"B",1,1,1,1,1,0.800177183,"_2025"
"Urban","25021","Norfolk","MA",316129,"R",1,1,1,1,1,0.661182618,"_2025"
"Urban","25021","Norfolk","MA",316129,"B",1,1,1,1,1,0.66331466,"_2025"
"Urban","25023","Plymouth","MA",211697,"R",1,1,1,1,1,0.531410459,"_2025"
"Urban","25023","Plymouth","MA",211697,"B",1,1,1,1,1,0.531982031,"_2025"
"Urban","25025","Suffolk","MA",403109,"R",1,1,1,1,1,0.773736136,"_2025"
"Urban","25025","Suffolk","MA",403109,"B",1,1,1,1,1,0.942201737,"_2025"
"Urban","25027","Worcester","MA",307513,"R",1,1,1,0.999853665,0.999853665,0.34359523,"_2025"
"Urban","25027","Worcester","MA",307513,"B",1,1,1,1,1,0.366856035,"_2025"
"Urban","26001","Alcona","MI",1024,"R",1,1,1,1,1,0.063476563,"_2025"
"Urban","26001","Alcona","MI",1024,"B",1,1,1,1,1,0.095703125,"_2025"
"Urban","26005","Allegan","MI",20610,"R",1,1,1,1,1,0.685929161,"_2025"
"Urban","26005","Allegan","MI",20610,"B",1,1,1,1,1,0.585298399,"_2025"
"Urban","26007","Alpena","MI",8597,"R",1,1,1,1,1,0.060020938,"_2025"
"Urban","26007","Alpena","MI",8597,"B",1,1,1,1,1,0.137489822,"_2025"
"Urban","26011","Arenac","MI",2357,"R",1,1,1,1,1,0.126007637,"_2025"
"Urban","26011","Arenac","MI",2357,"B",1,1,1,1,1,0.184980908,"_2025"
"Urban","26015","Barry","MI",3474,"R",1,1,1,1,1,0.01324122,"_2025"
"Urban","26015","Barry","MI",3474,"B",1,1,1,1,1,0.118019574,"_2025"
"Urban","26017","Bay","MI",37602,"R",1,1,1,1,1,0.058427743,"_2025"
"Urban","26017","Bay","MI",37602,"B",1,1,1,1,1,0.080607414,"_2025"
"Urban","26019","Benzie","MI",2821,"R",1,1,1,1,1,0.165189649,"_2025"
"Urban","26019","Benzie","MI",2821,"B",1,1,1,1,1,0.208436725,"_2025"
"Urban","26021","Berrien","MI",60438,"R",1,1,1,1,1,0.429646911,"_2025"
"Urban","26021","Berrien","MI",60438,"B",1,1,1,1,1,0.446920811,"_2025"
"Urban","26023","Branch","MI",6840,"R",1,1,1,1,1,0.928654971,"_2025"
"Urban","26023","Branch","MI",6840,"B",1,1,1,1,1,0.901315789,"_2025"
"Urban","26025","Calhoun","MI",41845,"R",1,1,1,1,1,0.449085912,"_2025"
"Urban","26025","Calhoun","MI",41845,"B",1,1,1,1,1,0.45517983,"_2025"
"Urban","26027","Cass","MI",6831,"R",1,1,1,1,1,0.598009076,"_2025"
"Urban","26027","Cass","MI",6831,"B",1,1,1,1,1,0.598594642,"_2025"
"Urban","26029","Charlevoix","MI",6913,"R",1,1,1,1,1,0.178070302,"_2025"
"Urban","26029","Charlevoix","MI",6913,"B",1,1,1,1,1,0.247938666,"_2025"
"Urban","26031","Cheboygan","MI",4001,"R",1,1,1,1,1,0.182204449,"_2025"
"Urban","26031","Cheboygan","MI",4001,"B",1,1,1,1,1,0.27468133,"_2025"
"Urban","26033","Chippewa","MI",8163,"R",1,1,1,1,1,0.153619993,"_2025"
"Urban","26033","Chippewa","MI",8163,"B",1,1,1,1,1,0.178978317,"_2025"
"Urban","26035","Clare","MI",2508,"R",1,1,1,1,1,0.116427432,"_2025"
"Urban","26035","Clare","MI",2508,"B",1,1,1,1,1,0.138357257,"_2025"
"Urban","26037","Clinton","MI",18186,"R",1,1,1,1,1,0.658583526,"_2025"
"Urban","26037","Clinton","MI",18186,"B",1,1,1,1,1,0.393049599,"_2025"
"Urban","26039","Crawford","MI",41,"R",1,1,1,1,1,0.634146341,"_2025"
"Urban","26039","Crawford","MI",41,"B",1,1,1,1,1,0.634146341,"_2025"
"Urban","26041","Delta","MI",10965,"R",1,1,1,1,1,0.726858185,"_2025"
"Urban","26041","Delta","MI",10965,"B",1,1,1,1,1,0.733242134,"_2025"
"Urban","26043","Dickinson","MI",9458,"R",1,1,1,1,1,0.316345951,"_2025"
"Urban","26043","Dickinson","MI",9458,"B",1,1,1,1,1,0.333580038,"_2025"
"Urban","26045","Eaton","MI",33069,"R",1,1,1,1,1,0.686503977,"_2025"
"Urban","26045","Eaton","MI",33069,"B",1,1,1,1,1,0.684205752,"_2025"
"Urban","26047","Emmet","MI",10862,"R",1,1,1,1,1,0.142883447,"_2025"
"Urban","26047","Emmet","MI",10862,"B",1,1,1,1,1,0.250414288,"_2025"
"Urban","26049","Genesee","MI",165596,"R",1,1,1,1,1,0.450826107,"_2025"
"Urban","26049","Genesee","MI",165596,"B",1,1,1,1,1,0.418826542,"_2025"
"Urban","26053","Gogebic","MI",3764,"R",1,1,1,1,1,0.072263549,"_2025"
"Urban","26053","Gogebic","MI",3764,"B",1,1,1,1,1,0.09936238,"_2025"
"Urban","26055","Grand Traverse","MI",30785,"R",1,1,1,1,1,0.194737697,"_2025"
"Urban","26055","Grand Traverse","MI",30785,"B",1,1,1,1,1,0.243657625,"_2025"
"Urban","26057","Gratiot","MI",6163,"R",1,1,1,1,1,0.880415382,"_2025"
"Urban","26057","Gratiot","MI",6163,"B",1,1,1,1,1,0.885283141,"_2025"
"Urban","26059","Hillsdale","MI",4096,"R",1,1,1,1,1,0.072509766,"_2025"
"Urban","26059","Hillsdale","MI",4096,"B",1,1,1,1,1,0.164550781,"_2025"
"Urban","26061","Houghton","MI",10649,"R",1,1,1,1,1,0.245281247,"_2025"
"Urban","26061","Houghton","MI",10649,"B",1,1,1,1,1,0.264813598,"_2025"
"Urban","26065","Ingham","MI",112678,"R",1,1,1,1,1,0.761772484,"_2025"
"Urban","26065","Ingham","MI",112678,"B",1,1,1,1,1,0.773806777,"_2025"
"Urban","26067","Ionia","MI",8509,"R",1,1,1,1,1,0.634152074,"_2025"
"Urban","26067","Ionia","MI",8509,"B",1,1,1,1,1,0.64202609,"_2025"
"Urban","26069","Iosco","MI",9956,"R",1,1,1,1,1,0.174266774,"_2025"
"Urban","26069","Iosco","MI",9956,"B",1,1,1,1,1,0.248091603,"_2025"
"Urban","26073","Isabella","MI",14262,"R",1,1,1,1,1,0.957088767,"_2025"
"Urban","26073","Isabella","MI",14262,"B",1,1,1,1,1,0.908077408,"_2025"
"Urban","26075","Jackson","MI",36883,"R",1,1,1,1,1,0.237968712,"_2025"
"Urban","26075","Jackson","MI",36883,"B",1,1,1,1,1,0.249844102,"_2025"
"Urban","26077","Kalamazoo","MI",96033,"R",1,1,1,1,1,0.655295575,"_2025"
"Urban","26077","Kalamazoo","MI",96033,"B",1,1,1,1,1,0.66256391,"_2025"
"Urban","26081","Kent","MI",243098,"R",1,1,1,1,1,0.884305918,"_2025"
"Urban","26081","Kent","MI",243098,"B",1,1,1,1,1,0.893882303,"_2025"
"Urban","26087","Lapeer","MI",6085,"R",1,1,1,1,1,0.286113394,"_2025"
"Urban","26087","Lapeer","MI",6085,"B",1,1,1,1,1,0.2989318,"_2025"
"Urban","26089","Leelanau","MI",1865,"R",1,1,1,1,1,0.282037534,"_2025"
"Urban","26089","Leelanau","MI",1865,"B",1,1,1,1,1,0.284718499,"_2025"
"Urban","26091","Lenawee","MI",18038,"R",1,1,1,1,1,0.946501829,"_2025"
"Urban","26091","Lenawee","MI",18038,"B",1,1,1,0.999833684,0.999833684,0.728850205,"_2025"
"Urban","26093","Livingston","MI",54300,"R",1,1,1,1,1,0.422430939,"_2025"
"Urban","26093","Livingston","MI",54300,"B",1,1,1,1,1,0.307532228,"_2025"
"Urban","26097","Mackinac","MI",2307,"R",1,1,1,1,1,0.962288687,"_2025"
"Urban","26097","Mackinac","MI",2307,"B",1,1,1,1,1,0.963155613,"_2025"
"Urban","26099","Macomb","MI",385432,"R",1,1,1,1,1,0.713230868,"_2025"
"Urban","26099","Macomb","MI",385432,"B",1,1,1,1,1,0.722581415,"_2025"
"Urban","26101","Manistee","MI",5017,"R",1,1,1,1,1,0.065178393,"_2025"
"Urban","26101","Manistee","MI",5017,"B",1,1,1,1,1,0.158461232,"_2025"
"Urban","26103","Marquette","MI",18460,"R",1,1,1,1,1,0.115872156,"_2025"
"Urban","26103","Marquette","MI",18460,"B",1,1,1,1,1,0.169501625,"_2025"
"Urban","26105","Mason","MI",8059,"R",1,1,1,1,1,0.670554659,"_2025"
"Urban","26105","Mason","MI",8059,"B",1,1,1,1,1,0.291227199,"_2025"
"Urban","26107","Mecosta","MI",5606,"R",1,1,1,1,1,0.594184802,"_2025"
"Urban","26107","Mecosta","MI",5606,"B",1,1,1,1,1,0.620763468,"_2025"
"Urban","26109","Menominee","MI",4336,"R",1,1,1,1,1,0.06849631,"_2025"
"Urban","26109","Menominee","MI",4336,"B",1,1,1,1,1,0.090867159,"_2025"
"Urban","26111","Midland","MI",23059,"R",1,1,1,1,1,0.352530465,"_2025"
"Urban","26111","Midland","MI",23059,"B",1,1,1,1,1,0.151003946,"_2025"
"Urban","26115","Monroe","MI",43873,"R",1,1,1,1,1,0.440247989,"_2025"
"Urban","26115","Monroe","MI",43873,"B",1,1,1,1,1,0.327308367,"_2025"
"Urban","26117","Montcalm","MI",4676,"R",1,1,1,1,1,0.917023097,"_2025"
"Urban","26117","Montcalm","MI",4676,"B",1,1,1,1,1,0.920017109,"_2025"
"Urban","26121","Muskegon","MI",61677,"R",1,1,1,1,1,0.712713005,"_2025"
"Urban","26121","Muskegon","MI",61677,"B",1,1,1,1,1,0.169171652,"_2025"
"Urban","26123","Newaygo","MI",2699,"R",1,1,1,1,1,0.070025936,"_2025"
"Urban","26123","Newaygo","MI",2699,"B",1,1,1,1,1,0.070025936,"_2025"
"Urban","26125","Oakland","MI",573714,"R",1,1,1,1,1,0.620026703,"_2025"
"Urban","26125","Oakland","MI",573714,"B",1,1,1,1,1,0.725784973,"_2025"
"Urban","26137","Otsego","MI",5618,"R",1,1,1,1,1,0.403702385,"_2025"
"Urban","26137","Otsego","MI",5618,"B",1,1,1,1,1,0.474724101,"_2025"
"Urban","26139","Ottawa","MI",102862,"R",1,1,1,1,1,0.557027863,"_2025"
"Urban","26139","Ottawa","MI",102862,"B",1,1,1,1,1,0.574527036,"_2025"
"Urban","26143","Roscommon","MI",15664,"R",1,1,1,1,1,0.117913687,"_2025"
"Urban","26143","Roscommon","MI",15664,"B",1,1,1,1,1,0.151557712,"_2025"
"Urban","26145","Saginaw","MI",64073,"R",1,1,1,1,1,0.166232266,"_2025"
"Urban","26145","Saginaw","MI",64073,"B",1,1,1,1,1,0.174051473,"_2025"
"Urban","26147","St. Clair","MI",49910,"R",1,1,1,1,1,0.380665197,"_2025"
"Urban","26147","St. Clair","MI",49910,"B",1,1,1,1,1,0.333340012,"_2025"
"Urban","26149","St. Joseph","MI",9762,"R",1,1,1,1,1,0.842962508,"_2025"
"Urban","26149","St. Joseph","MI",9762,"B",1,1,1,1,1,0.53216554,"_2025"
"Urban","26151","Sanilac","MI",3293,"R",1,1,1,1,1,0.663225023,"_2025"
"Urban","26151","Sanilac","MI",3293,"B",1,1,1,1,1,0.035833586,"_2025"
"Urban","26155","Shiawassee","MI",13564,"R",1,1,1,1,1,0.841418461,"_2025"
"Urban","26155","Shiawassee","MI",13564,"B",1,1,1,1,1,0.734960189,"_2025"
"Urban","26157","Tuscola","MI",3009,"R",1,1,1,1,1,0.892323031,"_2025"
"Urban","26157","Tuscola","MI",3009,"B",1,1,1,1,1,0.896975739,"_2025"
"Urban","26159","Van Buren","MI",10955,"R",1,1,1,1,1,0.665540849,"_2025"
"Urban","26159","Van Buren","MI",10955,"B",1,1,1,1,1,0.685257873,"_2025"
"Urban","26161","Washtenaw","MI",136133,"R",1,1,1,1,0.999992654,0.547516032,"_2025"
"Urban","26161","Washtenaw","MI",136133,"B",1,1,1,0.999992654,0.999992654,0.579249704,"_2025"
"Urban","26163","Wayne","MI",848492,"R",1,1,1,1,1,0.631348321,"_2025"
"Urban","26163","Wayne","MI",848492,"B",1,1,1,1,1,0.658144096,"_2025"
"Urban","26165","Wexford","MI",7070,"R",1,1,1,1,1,0.057708628,"_2025"
"Urban","26165","Wexford","MI",7070,"B",1,1,1,1,1,0.153889675,"_2025"
"Urban","27003","Anoka","MN",130278,"R",1,1,1,1,1,0.579645067,"_2025"
"Urban","27003","Anoka","MN",130278,"B",1,1,1,1,1,0.57997513,"_2025"
"Urban","27005","Becker","MN",6319,"R",1,1,1,1,1,0.743313815,"_2025"
"Urban","27005","Becker","MN",6319,"B",1,1,1,1,1,0.743313815,"_2025"
"Urban","27007","Beltrami","MN",7169,"R",1,1,1,1,1,0.998465616,"_2025"
"Urban","27007","Beltrami","MN",7169,"B",1,1,1,1,1,0.998465616,"_2025"
"Urban","27009","Benton","MN",11250,"R",1,1,1,1,1,0.116888889,"_2025"
"Urban","27009","Benton","MN",11250,"B",1,1,1,1,1,0.156355556,"_2025"
"Urban","27013","Blue Earth","MN",22278,"R",1,1,1,1,1,0.653514678,"_2025"
"Urban","27013","Blue Earth","MN",22278,"B",1,1,1,1,1,0.194182602,"_2025"
"Urban","27015","Brown","MN",6641,"R",1,1,1,1,1,0.793705767,"_2025"
"Urban","27015","Brown","MN",6641,"B",1,1,1,1,1,0.793856347,"_2025"
"Urban","27017","Carlton","MN",6461,"R",1,1,1,1,1,0.050456586,"_2025"
"Urban","27017","Carlton","MN",6461,"B",1,1,1,1,1,0.051385234,"_2025"
"Urban","27019","Carver","MN",34767,"R",1,1,1,1,1,0.743492392,"_2025"
"Urban","27019","Carver","MN",34767,"B",1,1,1,1,1,0.743578681,"_2025"
"Urban","27023","Chippewa","MN",3060,"R",1,1,1,1,1,0.103921569,"_2025"
"Urban","27023","Chippewa","MN",3060,"B",1,1,1,1,1,0.159803922,"_2025"
"Urban","27025","Chisago","MN",9026,"R",1,1,1,1,1,0.532240195,"_2025"
"Urban","27025","Chisago","MN",9026,"B",1,1,1,1,1,0.344781742,"_2025"
"Urban","27027","Clay","MN",22407,"R",1,1,1,1,1,0.973490427,"_2025"
"Urban","27027","Clay","MN",22407,"B",1,1,1,1,1,0.973668943,"_2025"
"Urban","27035","Crow Wing","MN",10423,"R",1,1,1,1,1,0.597140938,"_2025"
"Urban","27035","Crow Wing","MN",10423,"B",1,1,1,1,1,0.599731363,"_2025"
"Urban","27037","Dakota","MN",185277,"R",1,1,1,1,1,0.69600652,"_2025"
"Urban","27037","Dakota","MN",185277,"B",1,1,1,1,1,0.625020915,"_2025"
"Urban","27039","Dodge","MN",3301,"R",1,1,1,1,1,1,"_2025"
"Urban","27039","Dodge","MN",3301,"B",1,1,1,1,1,1,"_2025"
"Urban","27041","Douglas","MN",11538,"R",1,1,1,1,1,0.299185301,"_2025"
"Urban","27041","Douglas","MN",11538,"B",1,1,1,1,1,0.306378922,"_2025"
"Urban","27047","Freeborn","MN",8891,"R",1,1,1,1,1,0.998762794,"_2025"
"Urban","27047","Freeborn","MN",8891,"B",1,1,1,1,1,0.99966258,"_2025"
"Urban","27049","Goodhue","MN",7737,"R",1,1,1,1,1,0.92555254,"_2025"
"Urban","27049","Goodhue","MN",7737,"B",1,1,1,1,1,0.927491276,"_2025"
"Urban","27053","Hennepin","MN",607497,"R",1,1,1,1,1,0.828593392,"_2025"
"Urban","27053","Hennepin","MN",607497,"B",1,1,1,1,1,0.792180044,"_2025"
"Urban","27055","Houston","MN",2546,"R",1,1,1,1,1,0.986252946,"_2025"
"Urban","27055","Houston","MN",2546,"B",1,1,1,1,1,0.987824038,"_2025"
"Urban","27059","Isanti","MN",7987,"R",1,1,1,1,1,0.754100413,"_2025"
"Urban","27059","Isanti","MN",7987,"B",1,1,1,1,1,0.754100413,"_2025"
"Urban","27061","Itasca","MN",4318,"R",1,1,1,1,1,0.995831403,"_2025"
"Urban","27061","Itasca","MN",4318,"B",1,1,1,1,1,0.995831403,"_2025"
"Urban","27067","Kandiyohi","MN",12122,"R",1,1,1,1,1,0.226860254,"_2025"
"Urban","27067","Kandiyohi","MN",12122,"B",1,1,1,1,1,0.259033163,"_2025"
"Urban","27071","Koochiching","MN",3744,"R",1,1,1,1,1,0.988247863,"_2025"
"Urban","27071","Koochiching","MN",3744,"B",1,1,1,1,1,0.987713675,"_2025"
"Urban","27079","Le Sueur","MN",1747,"R",1,1,1,1,1,0.997710361,"_2025"
"Urban","27079","Le Sueur","MN",1747,"B",1,1,1,1,1,0.997710361,"_2025"
"Urban","27083","Lyon","MN",7079,"R",1,1,1,1,1,0.30060743,"_2025"
"Urban","27083","Lyon","MN",7079,"B",1,1,1,1,1,0.162169798,"_2025"
"Urban","27085","McLeod","MN",10145,"R",1,1,1,1,1,0.708329226,"_2025"
"Urban","27085","McLeod","MN",10145,"B",1,1,1,1,1,0.708329226,"_2025"
"Urban","27091","Martin","MN",4411,"R",1,1,1,1,1,0.034912718,"_2025"
"Urban","27091","Martin","MN",4411,"B",1,1,1,1,1,0.003400589,"_2025"
"Urban","27093","Meeker","MN",3128,"R",1,1,1,1,1,1,"_2025"
"Urban","27093","Meeker","MN",3128,"B",1,1,1,1,1,1,"_2025"
"Urban","27095","Mille Lacs","MN",2169,"R",1,1,1,1,1,0.030428769,"_2025"
"Urban","27095","Mille Lacs","MN",2169,"B",1,1,1,1,1,0.030428769,"_2025"
"Urban","27097","Morrison","MN",4247,"R",1,1,1,1,1,0.283729692,"_2025"
"Urban","27097","Morrison","MN",4247,"B",1,1,1,1,1,0.2896162,"_2025"
"Urban","27099","Mower","MN",10995,"R",1,1,1,1,1,0.98944975,"_2025"
"Urban","27099","Mower","MN",10995,"B",1,1,1,1,1,0.998817644,"_2025"
"Urban","27103","Nicollet","MN",10578,"R",1,1,1,1,1,0.787105313,"_2025"
"Urban","27103","Nicollet","MN",10578,"B",1,1,1,1,1,0.350916998,"_2025"
"Urban","27105","Nobles","MN",5681,"R",1,1,1,1,1,0.281816582,"_2025"
"Urban","27105","Nobles","MN",5681,"B",1,1,1,1,1,0.099278296,"_2025"
"Urban","27109","Olmsted","MN",65208,"R",1,1,1,1,1,0.985921973,"_2025"
"Urban","27109","Olmsted","MN",65208,"B",1,1,1,1,1,0.998972519,"_2025"
"Urban","27111","Otter Tail","MN",5465,"R",1,1,1,1,1,0.096797804,"_2025"
"Urban","27111","Otter Tail","MN",5465,"B",1,1,1,1,1,0.126440988,"_2025"
"Urban","27113","Pennington","MN",4899,"R",1,1,1,1,1,0.996121657,"_2025"
"Urban","27113","Pennington","MN",4899,"B",1,1,1,1,1,0.996121657,"_2025"
"Urban","27119","Polk","MN",7304,"R",1,1,1,1,1,0.561473165,"_2025"
"Urban","27119","Polk","MN",7304,"B",1,1,1,1,1,0.561473165,"_2025"
"Urban","27121","Pope","MN",2436,"R",1,1,1,1,1,0.307471264,"_2025"
"Urban","27121","Pope","MN",2436,"B",1,1,1,1,1,0.320197044,"_2025"
"Urban","27123","Ramsey","MN",252713,"R",1,1,1,1,1,0.748350896,"_2025"
"Urban","27123","Ramsey","MN",252713,"B",1,1,1,1,1,0.750958597,"_2025"
"Urban","27127","Redwood","MN",2888,"R",1,1,1,1,1,0.996191136,"_2025"
"Urban","27127","Redwood","MN",2888,"B",1,1,1,1,1,0.996191136,"_2025"
"Urban","27131","Rice","MN",17610,"R",1,1,1,1,1,0.876377058,"_2025"
"Urban","27131","Rice","MN",17610,"B",1,1,1,1,1,0.882169222,"_2025"
"Urban","27133","Rock","MN",3005,"R",1,1,1,1,1,0.320133111,"_2025"
"Urban","27133","Rock","MN",3005,"B",1,1,1,1,1,0.167720466,"_2025"
"Urban","27137","St. Louis","MN",60531,"R",1,1,1,1,1,0.121128017,"_2025"
"Urban","27137","St. Louis","MN",60531,"B",1,1,1,1,1,0.139812658,"_2025"
"Urban","27139","Scott","MN",52006,"R",1,1,1,1,1,0.686420798,"_2025"
"Urban","27139","Scott","MN",52006,"B",1,1,1,1,1,0.686459255,"_2025"
"Urban","27141","Sherburne","MN",20226,"R",1,1,1,1,1,0.217690102,"_2025"
"Urban","27141","Sherburne","MN",20226,"B",1,1,1,1,1,0.226144566,"_2025"
"Urban","27145","Stearns","MN",42705,"R",1,1,1,1,1,0.46399719,"_2025"
"Urban","27145","Stearns","MN",42705,"B",1,1,1,1,1,0.13295867,"_2025"
"Urban","27147","Steele","MN",12256,"R",1,1,1,1,1,0.999510444,"_2025"
"Urban","27147","Steele","MN",12256,"B",1,1,1,1,1,0.999918407,"_2025"
"Urban","27149","Stevens","MN",2731,"R",1,1,1,1,1,1,"_2025"
"Urban","27149","Stevens","MN",2731,"B",1,1,1,1,1,1,"_2025"
"Urban","27153","Todd","MN",178,"R",1,1,1,1,1,1,"_2025"
"Urban","27153","Todd","MN",178,"B",1,1,1,1,1,1,"_2025"
"Urban","27157","Wabasha","MN",2373,"R",1,1,1,1,1,0.82132322,"_2025"
"Urban","27157","Wabasha","MN",2373,"B",1,1,1,1,1,0.82132322,"_2025"
"Urban","27159","Wadena","MN",2495,"R",1,1,1,1,1,0.996392786,"_2025"
"Urban","27159","Wadena","MN",2495,"B",1,1,1,1,1,0.996392786,"_2025"
"Urban","27161","Waseca","MN",3982,"R",1,1,1,1,1,0.936715218,"_2025"
"Urban","27161","Waseca","MN",3982,"B",1,1,1,1,1,0.936715218,"_2025"
"Urban","27163","Washington","MN",103936,"R",1,1,1,1,1,0.435816272,"_2025"
"Urban","27163","Washington","MN",103936,"B",1,1,1,1,1,0.422115533,"_2025"
"Urban","27167","Wilkin","MN",1739,"R",1,1,1,1,1,0.998274871,"_2025"
